cProfile_30_100.dat
         5556146 function calls (2879839 primitive calls) in 5.583 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:897(test_threading)
        1    0.000    0.000    0.000    0.000 mathtext.py:776(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 __init__.py:2838(Requirement)
        1    0.000    0.000    0.000    0.000 poolmanager.py:275(ProxyManager)
        4    0.000    0.000    0.000    0.000 missing.py:425(_interp_wrapper)
        1    0.000    0.000    0.000    0.000 groupby.py:299(GroupByPlot)
        1    0.000    0.000    0.000    0.000 pickle.py:183(_Framer)
        1    0.000    0.000    0.000    0.000 widgets.py:27(LockDraw)
        1    0.000    0.000    0.000    0.000 platform.py:1295(python_version)
        1    0.000    0.000    0.000    0.000 local.py:21(Stat)
        7    0.000    0.000    0.000    0.000 opcode.py:49(jrel_op)
        1    0.000    0.000    0.000    0.000 nosetester.py:128(NoseTester)
        1    0.000    0.000    0.000    0.000 toolbars.py:113(CompletionsToolbarControl)
        1    0.000    0.000    0.000    0.000 offsets.py:1161(BusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
        1    0.000    0.000    0.000    0.000 structures.py:92(__init__)
        1    0.000    0.000    0.000    0.000 padding.py:15(AsymmetricPadding)
        1    0.000    0.000    0.000    0.000 tz.py:56(tzoffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1861(BYearEnd)
        1    0.000    0.000    0.000    0.000 exceptions.py:3(<module>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3017(<genexpr>)
        2    0.000    0.000    0.000    0.000 base.py:3145(_make_invalid_op)
        1    0.000    0.000    0.000    0.000 offsets.py:1453(WeekOfMonth)
        1    0.000    0.000    0.000    0.000 quadpack.py:718(_OptFunc)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:701(dlaplace_gen)
        1    0.000    0.000    0.000    0.000 configparser.py:446(ExtendedInterpolation)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        6    0.000    0.000    0.000    0.000 _common.py:5(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3872(rayleigh_gen)
        1    0.000    0.000    0.000    0.000 decoder.py:477(AnyDecoder)
        1    0.000    0.000    0.000    0.000 html.py:380(_BeautifulSoupHtml5LibFrameParser)
        4    0.000    0.000    0.000    0.000 expressions.py:237(gen_reduce_axis_func)
        1    0.000    0.000    0.000    0.000 ec.py:66(EllipticCurvePrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 pytables.py:1650(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4253(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 argparse.py:917(_AppendAction)
        1    0.000    0.000    0.000    0.000 offsets.py:1802(QuarterBegin)
        1    0.000    0.000    0.000    0.000 mathtext.py:883(StixFonts)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:40(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 merge.py:849(_Concatenator)
        1    0.000    0.000    0.000    0.000 _multivariate.py:557(multivariate_normal_frozen)
        1    0.000    0.000    0.000    0.000 patches.py:3695(Simple)
        1    0.000    0.000    0.000    0.000 hashes.py:13(_HashContext)
        1    0.000    0.000    0.000    0.000 traitlets.py:1182(_add_notifiers)
        1    0.000    0.000    0.000    0.000 pytables.py:377(ExprVisitor)
        1    0.000    0.000    0.000    0.000 inputtransformer.py:98(CoroutineInputTransformer)
        1    0.000    0.000    0.000    0.000 decoder.py:532(IA5StringDecoder)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3535(lomax_gen)
        1    0.000    0.000    0.000    0.000 formatters.py:708(SVGFormatter)
        1    0.000    0.000    0.000    0.000 base.py:403(_reset_identity)
        1    0.000    0.000    0.000    0.000 universaldetector.py:44(UniversalDetector)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2863(logistic_gen)
        2    0.000    0.000    0.000    0.000 index_tricks.py:647(__init__)
        1    0.000    0.000    0.000    0.000 window.py:483(_Rolling)
        1    0.000    0.000    0.000    0.000 docstring.py:39(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:443(PyFileConfigLoader)
        1    0.000    0.000    0.000    0.000 ticker.py:214(Formatter)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        1    0.000    0.000    0.000    0.000 base.py:133(NoNewAttributesMixin)
        2    0.000    0.000    0.000    0.000 rcsetup.py:493(validate_corner_mask)
        1    0.000    0.000    0.000    0.000 client.py:1221(HTTPSConnection)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3869(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 oid.py:91(CRLEntryExtensionOID)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 char.py:36(VisibleString)
        5    0.000    0.000    0.000    0.000 datetime.py:292(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 fake_renderer.py:4(FakeRenderer)
        1    0.000    0.000    0.000    0.000 interfaces.py:79(PBKDF2HMACBackend)
        1    0.000    0.000    0.000    0.000 jpcntx.py:123(JapaneseContextAnalysis)
        1    0.000    0.000    0.000    0.000 cbook.py:880(Sorter)
       50    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        4    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 hebrewprober.py:155(HebrewProber)
        3    0.000    0.000    0.000    0.000 <decorator-gen-8>:1(catch_format_error)
        1    0.000    0.000    0.000    0.000 crypto.py:801(X509Req)
        1    0.000    0.000    0.000    0.000 containers.py:91(HSplit)
        1    0.000    0.000    0.000    0.000 collections.py:818(PathCollection)
        1    0.000    0.000    0.001    0.001 _apipkg.py:47(importobj)
        1    0.000    0.000    0.000    0.000 collections.py:844(PolyCollection)
        1    0.000    0.000    0.000    0.000 transforms.py:2387(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 exception.py:77(BotoServerError)
        1    0.000    0.000    0.000    0.000 pytables.py:595(TermValue)
        1    0.000    0.000    0.000    0.000 patches.py:2352(Roundtooth)
        1    0.000    0.000    0.000    0.000 containers.py:1621(ConditionalContainer)
        1    0.000    0.000    0.000    0.000 patches.py:3230(_Curve)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2773(levy_l_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:1580(_register)
        1    0.000    0.000    0.000    0.000 config.py:479(DictConfigurator)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 window.py:1100(ExpandingGroupby)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3385(nct_gen)
        1    0.000    0.000    0.000    0.000 user.py:22(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:77(set_num_threads)
        1    0.000    0.000    0.000    0.000 chartsheet.py:12(Chartsheet)
        1    0.000    0.000    0.000    0.000 univ.py:967(Set)
        1    0.000    0.000    0.000    0.000 dates.py:733(DateLocator)
        1    0.000    0.000    0.000    0.000 csv.py:22(Dialect)
        1    0.000    0.000    0.000    0.000 request.py:991(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3474(pareto_gen)
        1    0.000    0.000    0.000    0.000 autocall.py:31(IPyAutocall)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3100(maxwell_gen)
        1    0.000    0.000    0.000    0.000 display.py:826(Video)
        1    0.000    0.000    0.000    0.000 subprocess.py:629(CompletedProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:1074(PlaceHolder)
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        1    0.000    0.000    0.000    0.000 display.py:355(DisplayObject)
        1    0.000    0.000    0.000    0.000 formatters.py:761(LatexFormatter)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:762(is_package)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3920(reciprocal_gen)
        3    0.000    0.000    0.000    0.000 _version.py:78(_compare_version)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4092(triang_gen)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_get_default_RAND}
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3219(ncx2_gen)
        1    0.000    0.000    0.000    0.000 series.py:306(name)
        1    0.000    0.000    0.000    0.000 acl.py:168(Entry)
        1    0.000    0.000    0.000    0.000 parse.py:165(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 format.py:256(TextAdjustment)
        1    0.000    0.000    0.000    0.000 __init__.py:364(ContextualVersionConflict)
        1    0.000    0.000    0.000    0.000 algorithms.py:101(ARC4)
        1    0.000    0.000    0.000    0.000 expr.py:669(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1447(frechet_r_gen)
        1    0.000    0.000    0.000    0.000 patches.py:1351(Ellipse)
        3    0.000    0.000    0.000    0.000 expr.py:206(disallow)
        1    0.000    0.000    0.000    0.000 patches.py:1806(_Style)
        1    0.000    0.000    0.000    0.000 dates.py:800(RRuleLocator)
        1    0.000    0.000    0.000    0.000 collections.py:1484(EllipseCollection)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2349(Literal)
        2    0.000    0.000    0.000    0.000 six.py:112(_resolve)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        6    0.000    0.000    0.000    0.000 base.py:3109(_make_compare)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2019(wishart_frozen)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:935(tzinfo)
        3    0.000    0.000    0.000    0.000 io.py:77(closed)
        1    0.000    0.000    0.000    0.000 chart_doughnut.py:12(ChartDoughnut)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:145(GaussianBlur)
        1    0.000    0.000    0.000    0.000 _cm.py:59(cubehelix)
        1    0.000    0.000    0.000    0.000 _multivariate.py:988(matrix_normal_frozen)
        1    0.000    0.000    0.000    0.000 toolbars.py:104(SearchToolbar)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4301(uniform_gen)
        1    0.000    0.000    0.000    0.000 _strptime.py:33(LocaleTime)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
        1    0.000    0.000    0.000    0.000 patches.py:1117(FancyArrow)
        6    0.000    0.000    0.000    0.000 range.py:532(_make_evaluate_binop)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3829(OneOrMore)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3716(powerlaw_gen)
        1    0.000    0.000    0.000    0.000 tz.py:664(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 enum.py:556(IntEnum)
        2    0.000    0.000    0.000    0.000 pyparsing.py:283(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 user.py:23(User)
        1    0.000    0.000    0.000    0.000 io.py:24(IOStream)
        1    0.000    0.000    0.000    0.000 decoder.py:415(SetDecoder)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:44(SingleByteCharSetProber)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:42(<module>)
        1    0.000    0.000    0.000    0.000 vi.py:45(TextObject)
        1    0.000    0.000    0.000    0.000 plotly.py:1344(validate_credentials)
        1    0.000    0.000    0.000    0.000 transforms.py:2584(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 base.py:44(CipherContext)
        1    0.000    0.000    0.000    0.000 base.py:319(CertificateSigningRequestBuilder)
        1    0.000    0.000    0.000    0.000 backend_tools.py:788(ToolPan)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3080(LineStart)
        1    0.000    0.000    0.000    0.000 dates.py:1339(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 __init__.py:231(LogRecord)
        1    0.000    0.000    0.000    0.000 mathtext.py:1414(List)
        1    0.000    0.000    0.000    0.000 lexer.py:585(RegexLexer)
        6    0.000    0.000    0.000    0.000 category.py:555(_make_compare)
        1    0.000    0.000    0.000    0.000 colors.py:243(ColorConverter)
        1    0.000    0.000    0.000    0.000 exception.py:179(ConsoleOutput)
        1    0.000    0.000    0.000    0.000 poolmanager.py:83(PoolManager)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:547(boltzmann_gen)
        1    0.000    0.000    0.000    0.000 _compat.py:28(__new__)
        1    0.000    0.000    0.000    0.000 algorithms.py:114(IDEA)
        1    0.000    0.000    0.000    0.000 tzinfo.py:59(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:51(prepended_to_syspath)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:427(poisson_gen)
        1    0.000    0.000    0.000    0.000 decoder.py:107(BooleanDecoder)
        1    0.000    0.000    0.000    0.000 backend_tools.py:421(ToolXScale)
        3    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(_held_figure)
        1    0.000    0.000    0.000    0.000 padding.py:47(OAEP)
        4    0.000    0.000    0.000    0.000 six.py:380(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 models.py:59(RequestEncodingMixin)
        1    0.000    0.000    0.000    0.000 reshape.py:28(_Unstacker)
        1    0.000    0.000    0.000    0.000 input_processor.py:51(InputProcessor)
        1    0.000    0.000    0.000    0.000 crypto.py:158(PKey)
        1    0.000    0.000    0.000    0.000 chart_stock.py:11(ChartStock)
        1    0.000    0.000    0.000    0.000 _apipkg.py:58(ApiModule)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 cbook.py:1325(Stack)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:14(Storage)
        1    0.000    0.000    0.000    0.000 ticker.py:1635(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 patches.py:4275(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 decoder.py:208(ObjectIdentifierDecoder)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3015(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:51(Style)
        7    0.000    0.000    0.000    0.000 rrule.py:65(__init__)
        1    0.000    0.000    0.000    0.000 debug.py:43(Debug)
